file,ticker,date,pipeline_success,duration_ms,segments,tables,facts_extracted,annotations_count,true_positives,false_negatives,false_positives,recall,precision,f1,stage_stats
GDDY_2025-02-13.html,GDDY,2025-02-13,True,119,378,0,7,0,0,0,0,0,0,0,"{""ingestion"": {""success"": true, ""items_in"": 1, ""items_out"": 378, ""duration_ms"": 34, ""errors"": 0, ""warnings"": 0}, ""section_classification"": {""success"": true, ""items_in"": 378, ""items_out"": 378, ""duration_ms"": 2, ""errors"": 0, ""warnings"": 0}, ""table_reconstruction"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""candidate_generation"": {""success"": true, ""items_in"": 378, ""items_out"": 33, ""duration_ms"": 80, ""errors"": 0, ""warnings"": 0}, ""value_binding"": {""success"": true, ""items_in"": 33, ""items_out"": 14, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""false_positive_filter"": {""success"": true, ""items_in"": 14, ""items_out"": 8, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""period_inference"": {""success"": true, ""items_in"": 8, ""items_out"": 8, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""fact_construction"": {""success"": true, ""items_in"": 8, ""items_out"": 8, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""deduplication"": {""success"": true, ""items_in"": 8, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""validation"": {""success"": true, ""items_in"": 7, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}}"
GDDY_2025-05-01.html,GDDY,2025-05-01,True,102,329,0,5,7,4,3,1,0.5714285714285714,0.8,0.6666666666666666,"{""ingestion"": {""success"": true, ""items_in"": 1, ""items_out"": 329, ""duration_ms"": 24, ""errors"": 0, ""warnings"": 0}, ""section_classification"": {""success"": true, ""items_in"": 329, ""items_out"": 329, ""duration_ms"": 2, ""errors"": 0, ""warnings"": 0}, ""table_reconstruction"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""candidate_generation"": {""success"": true, ""items_in"": 329, ""items_out"": 40, ""duration_ms"": 73, ""errors"": 0, ""warnings"": 0}, ""value_binding"": {""success"": true, ""items_in"": 40, ""items_out"": 11, ""duration_ms"": 1, ""errors"": 0, ""warnings"": 0}, ""false_positive_filter"": {""success"": true, ""items_in"": 11, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""period_inference"": {""success"": true, ""items_in"": 7, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""fact_construction"": {""success"": true, ""items_in"": 7, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""deduplication"": {""success"": true, ""items_in"": 7, ""items_out"": 5, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""validation"": {""success"": true, ""items_in"": 5, ""items_out"": 5, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}}"
INTU_2024-11-21.html,INTU,2024-11-21,True,117,371,0,0,0,0,0,0,0,0,0,"{""ingestion"": {""success"": true, ""items_in"": 1, ""items_out"": 371, ""duration_ms"": 29, ""errors"": 0, ""warnings"": 0}, ""section_classification"": {""success"": true, ""items_in"": 371, ""items_out"": 371, ""duration_ms"": 2, ""errors"": 0, ""warnings"": 0}, ""table_reconstruction"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""candidate_generation"": {""success"": true, ""items_in"": 371, ""items_out"": 13, ""duration_ms"": 84, ""errors"": 0, ""warnings"": 0}, ""value_binding"": {""success"": true, ""items_in"": 13, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""false_positive_filter"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""period_inference"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""fact_construction"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""deduplication"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""validation"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}}"
INTU_2025-02-25.html,INTU,2025-02-25,True,106,330,0,0,0,0,0,0,0,0,0,"{""ingestion"": {""success"": true, ""items_in"": 1, ""items_out"": 330, ""duration_ms"": 24, ""errors"": 0, ""warnings"": 0}, ""section_classification"": {""success"": true, ""items_in"": 330, ""items_out"": 330, ""duration_ms"": 2, ""errors"": 0, ""warnings"": 0}, ""table_reconstruction"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""candidate_generation"": {""success"": true, ""items_in"": 330, ""items_out"": 2, ""duration_ms"": 78, ""errors"": 0, ""warnings"": 0}, ""value_binding"": {""success"": true, ""items_in"": 2, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""false_positive_filter"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""period_inference"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""fact_construction"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""deduplication"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""validation"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}}"
META_2025-01-29.html,META,2025-01-29,True,105,367,0,7,0,0,0,0,0,0,0,"{""ingestion"": {""success"": true, ""items_in"": 1, ""items_out"": 367, ""duration_ms"": 20, ""errors"": 0, ""warnings"": 0}, ""section_classification"": {""success"": true, ""items_in"": 367, ""items_out"": 367, ""duration_ms"": 2, ""errors"": 0, ""warnings"": 0}, ""table_reconstruction"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""candidate_generation"": {""success"": true, ""items_in"": 367, ""items_out"": 10, ""duration_ms"": 81, ""errors"": 0, ""warnings"": 0}, ""value_binding"": {""success"": true, ""items_in"": 10, ""items_out"": 9, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""false_positive_filter"": {""success"": true, ""items_in"": 9, ""items_out"": 8, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""period_inference"": {""success"": true, ""items_in"": 8, ""items_out"": 8, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""fact_construction"": {""success"": true, ""items_in"": 8, ""items_out"": 8, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""deduplication"": {""success"": true, ""items_in"": 8, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""validation"": {""success"": true, ""items_in"": 7, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}}"
META_2025-04-30.html,META,2025-04-30,True,100,345,0,5,8,5,3,0,0.625,1.0,0.7692307692307693,"{""ingestion"": {""success"": true, ""items_in"": 1, ""items_out"": 345, ""duration_ms"": 18, ""errors"": 0, ""warnings"": 0}, ""section_classification"": {""success"": true, ""items_in"": 345, ""items_out"": 345, ""duration_ms"": 2, ""errors"": 0, ""warnings"": 0}, ""table_reconstruction"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""candidate_generation"": {""success"": true, ""items_in"": 345, ""items_out"": 17, ""duration_ms"": 78, ""errors"": 0, ""warnings"": 0}, ""value_binding"": {""success"": true, ""items_in"": 17, ""items_out"": 8, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""false_positive_filter"": {""success"": true, ""items_in"": 8, ""items_out"": 6, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""period_inference"": {""success"": true, ""items_in"": 6, ""items_out"": 6, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""fact_construction"": {""success"": true, ""items_in"": 6, ""items_out"": 6, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""deduplication"": {""success"": true, ""items_in"": 6, ""items_out"": 5, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""validation"": {""success"": true, ""items_in"": 5, ""items_out"": 5, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}}"
MSFT_2025-01-29.html,MSFT,2025-01-29,True,66,237,0,4,0,0,0,0,0,0,0,"{""ingestion"": {""success"": true, ""items_in"": 1, ""items_out"": 237, ""duration_ms"": 13, ""errors"": 0, ""warnings"": 0}, ""section_classification"": {""success"": true, ""items_in"": 237, ""items_out"": 237, ""duration_ms"": 1, ""errors"": 0, ""warnings"": 0}, ""table_reconstruction"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""candidate_generation"": {""success"": true, ""items_in"": 237, ""items_out"": 7, ""duration_ms"": 49, ""errors"": 0, ""warnings"": 0}, ""value_binding"": {""success"": true, ""items_in"": 7, ""items_out"": 5, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""false_positive_filter"": {""success"": true, ""items_in"": 5, ""items_out"": 4, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""period_inference"": {""success"": true, ""items_in"": 4, ""items_out"": 4, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""fact_construction"": {""success"": true, ""items_in"": 4, ""items_out"": 4, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""deduplication"": {""success"": true, ""items_in"": 4, ""items_out"": 4, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""validation"": {""success"": true, ""items_in"": 4, ""items_out"": 4, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}}"
MSFT_2025-04-30.html,MSFT,2025-04-30,True,64,233,0,7,16,6,10,1,0.375,0.8571428571428571,0.5217391304347825,"{""ingestion"": {""success"": true, ""items_in"": 1, ""items_out"": 233, ""duration_ms"": 13, ""errors"": 0, ""warnings"": 0}, ""section_classification"": {""success"": true, ""items_in"": 233, ""items_out"": 233, ""duration_ms"": 1, ""errors"": 0, ""warnings"": 0}, ""table_reconstruction"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""candidate_generation"": {""success"": true, ""items_in"": 233, ""items_out"": 11, ""duration_ms"": 48, ""errors"": 0, ""warnings"": 0}, ""value_binding"": {""success"": true, ""items_in"": 11, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""false_positive_filter"": {""success"": true, ""items_in"": 7, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""period_inference"": {""success"": true, ""items_in"": 7, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""fact_construction"": {""success"": true, ""items_in"": 7, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""deduplication"": {""success"": true, ""items_in"": 7, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""validation"": {""success"": true, ""items_in"": 7, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}}"
PYPL_2025-02-04.html,PYPL,2025-02-04,True,106,401,0,7,0,0,0,0,0,0,0,"{""ingestion"": {""success"": true, ""items_in"": 1, ""items_out"": 401, ""duration_ms"": 22, ""errors"": 0, ""warnings"": 0}, ""section_classification"": {""success"": true, ""items_in"": 401, ""items_out"": 401, ""duration_ms"": 2, ""errors"": 0, ""warnings"": 0}, ""table_reconstruction"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""candidate_generation"": {""success"": true, ""items_in"": 401, ""items_out"": 31, ""duration_ms"": 78, ""errors"": 0, ""warnings"": 0}, ""value_binding"": {""success"": true, ""items_in"": 31, ""items_out"": 29, ""duration_ms"": 1, ""errors"": 0, ""warnings"": 0}, ""false_positive_filter"": {""success"": true, ""items_in"": 29, ""items_out"": 13, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""period_inference"": {""success"": true, ""items_in"": 13, ""items_out"": 13, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""fact_construction"": {""success"": true, ""items_in"": 13, ""items_out"": 13, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""deduplication"": {""success"": true, ""items_in"": 13, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""validation"": {""success"": true, ""items_in"": 7, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}}"
PYPL_2025-04-29.html,PYPL,2025-04-29,True,103,329,0,11,13,5,8,6,0.38461538461538464,0.45454545454545453,0.41666666666666663,"{""ingestion"": {""success"": true, ""items_in"": 1, ""items_out"": 329, ""duration_ms"": 19, ""errors"": 0, ""warnings"": 0}, ""section_classification"": {""success"": true, ""items_in"": 329, ""items_out"": 329, ""duration_ms"": 2, ""errors"": 0, ""warnings"": 0}, ""table_reconstruction"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""candidate_generation"": {""success"": true, ""items_in"": 329, ""items_out"": 19, ""duration_ms"": 78, ""errors"": 0, ""warnings"": 0}, ""value_binding"": {""success"": true, ""items_in"": 19, ""items_out"": 26, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""false_positive_filter"": {""success"": true, ""items_in"": 26, ""items_out"": 22, ""duration_ms"": 1, ""errors"": 0, ""warnings"": 0}, ""period_inference"": {""success"": true, ""items_in"": 22, ""items_out"": 22, ""duration_ms"": 1, ""errors"": 0, ""warnings"": 0}, ""fact_construction"": {""success"": true, ""items_in"": 22, ""items_out"": 22, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""deduplication"": {""success"": true, ""items_in"": 22, ""items_out"": 11, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""validation"": {""success"": true, ""items_in"": 11, ""items_out"": 11, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}}"
TMUS_2025-01-29.html,TMUS,2025-01-29,True,98,341,0,7,0,0,0,0,0,0,0,"{""ingestion"": {""success"": true, ""items_in"": 1, ""items_out"": 341, ""duration_ms"": 23, ""errors"": 0, ""warnings"": 0}, ""section_classification"": {""success"": true, ""items_in"": 341, ""items_out"": 341, ""duration_ms"": 2, ""errors"": 0, ""warnings"": 0}, ""table_reconstruction"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""candidate_generation"": {""success"": true, ""items_in"": 341, ""items_out"": 28, ""duration_ms"": 71, ""errors"": 0, ""warnings"": 0}, ""value_binding"": {""success"": true, ""items_in"": 28, ""items_out"": 30, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""false_positive_filter"": {""success"": true, ""items_in"": 30, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""period_inference"": {""success"": true, ""items_in"": 7, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""fact_construction"": {""success"": true, ""items_in"": 7, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""deduplication"": {""success"": true, ""items_in"": 7, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""validation"": {""success"": true, ""items_in"": 7, ""items_out"": 7, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}}"
TMUS_2025-04-24.html,TMUS,2025-04-24,True,119,420,0,9,14,6,8,3,0.42857142857142855,0.6666666666666666,0.5217391304347826,"{""ingestion"": {""success"": true, ""items_in"": 1, ""items_out"": 420, ""duration_ms"": 32, ""errors"": 0, ""warnings"": 0}, ""section_classification"": {""success"": true, ""items_in"": 420, ""items_out"": 420, ""duration_ms"": 2, ""errors"": 0, ""warnings"": 0}, ""table_reconstruction"": {""success"": true, ""items_in"": 0, ""items_out"": 0, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""candidate_generation"": {""success"": true, ""items_in"": 420, ""items_out"": 27, ""duration_ms"": 81, ""errors"": 0, ""warnings"": 0}, ""value_binding"": {""success"": true, ""items_in"": 27, ""items_out"": 21, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""false_positive_filter"": {""success"": true, ""items_in"": 21, ""items_out"": 10, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""period_inference"": {""success"": true, ""items_in"": 10, ""items_out"": 10, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""fact_construction"": {""success"": true, ""items_in"": 10, ""items_out"": 10, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""deduplication"": {""success"": true, ""items_in"": 10, ""items_out"": 9, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}, ""validation"": {""success"": true, ""items_in"": 9, ""items_out"": 9, ""duration_ms"": 0, ""errors"": 0, ""warnings"": 0}}"
